"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Other_species","Remarks","Bird_seen","Playback_used","Other_species1","Other_species2","Other_species3","Other_species4","Other_species5","Other_species6","Other_species7","Other_species8","Other_species9","Other_species10","Other_species11","Other_species12","Other_species13","Other_species14","Other_species15","Other_species16"
"657008","Phylloscopus","collybita","tristis","Common Chiffchaff","Kjell Wallin","Sweden","Gällivare Municipality, Norrbottens län",67.1124,19.6872,"song","https://xeno-canto.org/657008/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/657008","A","04:30","2021-06-10","380","XC657008-Sibirisk gransångare Stora Lulevattnet 2021.mp3","//xeno-canto.org/sounds/uploaded/LASAEPZPMA/ffts/XC657008-small.png","//xeno-canto.org/sounds/uploaded/LASAEPZPMA/ffts/XC657008-med.png","//xeno-canto.org/sounds/uploaded/LASAEPZPMA/ffts/XC657008-large.png","//xeno-canto.org/sounds/uploaded/LASAEPZPMA/ffts/XC657008-full.png","0:19","2021-06-15","Fringilla montifringilla","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656840","Phylloscopus","collybita","","Common Chiffchaff","Lars Edenius","Sweden","Överrödå, Umeå, Västerbottens län",64.1378,20.0755,"song","https://xeno-canto.org/656840/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/656840","A","06:00","2021-06-09","280","XC656840-Gransångare_21.mp3","//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC656840-small.png","//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC656840-med.png","//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC656840-large.png","//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC656840-full.png","1:04","2021-06-15","","","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653405","Phylloscopus","collybita","tristis","Common Chiffchaff","Jonas Nordin","Sweden","Hamnuddängen, Utö, Haninge Municipality, Stockholms län",58.9274,18.297,"song","https://xeno-canto.org/653405/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/653405","A","09:00","2021-05-31","10","XC653405-SibiriskGransångare_Utö_31maj2021.mp3","//xeno-canto.org/sounds/uploaded/SXPUGTQMMP/ffts/XC653405-small.png","//xeno-canto.org/sounds/uploaded/SXPUGTQMMP/ffts/XC653405-med.png","//xeno-canto.org/sounds/uploaded/SXPUGTQMMP/ffts/XC653405-large.png","//xeno-canto.org/sounds/uploaded/SXPUGTQMMP/ffts/XC653405-full.png","0:24","2021-06-01",NA,"","yes","no","Phylloscopus trochilus","Turdus merula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652665","Phylloscopus","collybita","","Common Chiffchaff","Micha Luhn","Germany","Landkreis Vorpommern-Greifswald (near  Mesekenhagen), Mecklenburg-Vorpommern",54.1877,13.3183,"song","https://xeno-canto.org/652665/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/652665","A","12:30","2021-05-28","10","XC652665-Phylloscopus_collybita_A_ML_HP1000Hz12dB_210528_0338.mp3","//xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC652665-small.png","//xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC652665-med.png","//xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC652665-large.png","//xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC652665-full.png","0:43","2021-05-29",NA,"Bird sat in an alder, about 10m over ground;
Tascam DR-100 MKiii + 40cm parabola;
wav: 48kHz 24bit; 43s;
mp3: 320kbps; HP 1000Hz 12 dB; 43s;","yes","no","Emberiza schoeniclus","Luscinia luscinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651999","Phylloscopus","collybita","abietinus","Common Chiffchaff","Uku Paal","Estonia","Tooma (near  Selli), Jõgeva Parish, Jõgeva maakond",58.8793,26.2929,"song","https://xeno-canto.org/651999/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/651999","A","15:30","2021-05-25","90","XC651999-PHYCOL TOOMA 210525_2791.mp3","//xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC651999-small.png","//xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC651999-med.png","//xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC651999-large.png","//xeno-canto.org/sounds/uploaded/XIBLXHRPJO/ffts/XC651999-full.png","1:28","2021-05-26","Ficedula parva","HPF NR","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651377","Phylloscopus","collybita","","Common Chiffchaff","Aaron Dreißigacker","Germany","Kreisfreie Stadt Speyer (near  Speyer), Karlsruhe, Rheinland-Pfalz",49.2971,8.4213,"song","https://xeno-canto.org/651377/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/651377","A","07:08","2021-05-24","100","XC651377-Zilp Zalp.mp3","//xeno-canto.org/sounds/uploaded/IGWLKPQFGS/ffts/XC651377-small.png","//xeno-canto.org/sounds/uploaded/IGWLKPQFGS/ffts/XC651377-med.png","//xeno-canto.org/sounds/uploaded/IGWLKPQFGS/ffts/XC651377-large.png","//xeno-canto.org/sounds/uploaded/IGWLKPQFGS/ffts/XC651377-full.png","0:28","2021-05-24","","","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650934","Phylloscopus","collybita","","Common Chiffchaff","Ireneusz Oleksik","Poland","Gmina Kobiór (near  Świerczyniec), Pszczyna County, Śląskie",50.0639,19.0294,"song","https://xeno-canto.org/650934/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/650934","A","08:15","2021-05-23","260","XC650934-pierwiosnek Świerczyniec 23.05.2021   8.15.mp3","//xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC650934-small.png","//xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC650934-med.png","//xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC650934-large.png","//xeno-canto.org/sounds/uploaded/RLRHCUIPIY/ffts/XC650934-full.png","2:25","2021-05-23",NA,"Mostly coniferous forest, ME 66, Tascam DR-100 MK III.","yes","no","Sylvia atricapilla","Cuculus canorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648542","Phylloscopus","collybita","","Common Chiffchaff","Irish Wildlife Sounds","Ireland","Derrynafinnia, County Cork",51.4522,-9.8189,"song","https://xeno-canto.org/648542/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/648542","A","10:00","2021-05-02","10","XC648542-Chiffchaff_Song_Aberrant_Mizen_020521_B.mp3","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648542-small.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648542-med.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648542-large.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC648542-full.png","1:04","2021-05-15","","Slightly atypical delivery.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648169","Phylloscopus","collybita","","Common Chiffchaff","Bernard Collet","Belgium","Brunehaut, Hainaut, Wallonie",50.516,3.3324,"song","https://xeno-canto.org/648169/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/648169","A","06:53","2021-05-12","30","XC648169-Pouillot_veloce_2021-05-12_06-53-10.mp3","//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648169-small.png","//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648169-med.png","//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648169-large.png","//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648169-full.png","0:50","2021-05-14","","Song of a nearby bird with no other species nearby, with a well detailed sonogram.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645660","Phylloscopus","collybita","","Common Chiffchaff","Alan Dalton","Sweden","Angarnsjöängen, Vallentuna Municipality, Stockholms län",59.5496,18.1602,"song","https://xeno-canto.org/645660/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/645660","A","10:00","2021-05-01","10","XC645660-ChiffChaff 3 may 2021.mp3","//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC645660-small.png","//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC645660-med.png","//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC645660-large.png","//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC645660-full.png","2:31","2021-05-05",NA,"Song from feeding bird","yes","no","Alauda arvensis","Chloris chloris","Turdus philomelos","Chroicocephalus ridibundus","Parus major","Cyanistes caeruleus","Anser anser",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642764","Phylloscopus","collybita","","Common Chiffchaff","Peter Boesman","Belgium","Mechels Broek, Mechelen, Antwerpen",51.0177,4.516,"song","https://xeno-canto.org/642764/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/642764","A","08:30","2021-04-25","0","XC642764-LS_57650 Tjiftjaf song A.mp3","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC642764-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC642764-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC642764-large.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC642764-full.png","0:45","2021-04-26","","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642591","Phylloscopus","collybita","tristis","Common Chiffchaff","Jean-Esteban Liberek","Switzerland","Prés de l’Oie (near  Meinier), Genève, Genève",46.2341,6.2369,"song","https://xeno-canto.org/642591/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/642591","A","08:00","2021-04-21","420","XC642591-tristis.mp3","//xeno-canto.org/sounds/uploaded/ILYXGBTTTV/ffts/XC642591-small.png","//xeno-canto.org/sounds/uploaded/ILYXGBTTTV/ffts/XC642591-med.png","//xeno-canto.org/sounds/uploaded/ILYXGBTTTV/ffts/XC642591-large.png","//xeno-canto.org/sounds/uploaded/ILYXGBTTTV/ffts/XC642591-full.png","0:13","2021-04-25","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638112","Phylloscopus","collybita","","Common Chiffchaff","Jorge Leitão","Portugal","Pinhal da Gelfa (near  Vila Praia de Âncora), Caminha, Viana do Castelo",41.7993,-8.867,"song","https://xeno-canto.org/638112/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/638112","A","11:31","2021-04-09","10","XC638112-2021.04.09_11.31_01felosinha.MP3","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638112-small.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638112-med.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638112-large.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638112-full.png","3:32","2021-04-11",NA,"","yes","no","Sylvia atricapilla","Troglodytes troglodytes","Cisticola juncidis","Turdus merula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638087","Phylloscopus","collybita","","Common Chiffchaff","Jorge Leitão","Portugal","Pinhal da Gelfa (near  Vila Praia de Âncora), Caminha, Viana do Castelo",41.7993,-8.867,"song","https://xeno-canto.org/638087/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/638087","A","11:19","2021-04-09","10","XC638087-Phylloscopus collybita_2021.04.09_11.19_01.mp3","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638087-small.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638087-med.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638087-large.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC638087-full.png","0:23","2021-04-11","Sylvia melanocephala","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637800","Phylloscopus","collybita","","Common Chiffchaff","Irish Wildlife Sounds","Ireland","Ireland (near  Buttevant), Cork, County Cork",52.2321,-8.6701,"song","https://xeno-canto.org/637800/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/637800","A","9:00","2021-04-05","90","XC637800-Chiffchaff_Calls_Curraglass_050421_A.mp3","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637800-small.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637800-med.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637800-large.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637800-full.png","0:55","2021-04-10","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637792","Phylloscopus","collybita","","Common Chiffchaff","Irish Wildlife Sounds","Ireland","Ireland (near  Buttevant), Cork, County Cork",52.2321,-8.6701,"song","https://xeno-canto.org/637792/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/637792","A","9:00","2021-04-05","90","XC637792-Chiffchaff_Song_Curraglass_050421_A.mp3","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637792-small.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637792-med.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637792-large.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC637792-full.png","1:02","2021-04-10","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637774","Phylloscopus","collybita","","Common Chiffchaff","Dan Lombard","United Kingdom","Great Britain (near  Wrench Green), North Yorkshire, England",54.2899,-0.5145,"song","https://xeno-canto.org/637774/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/637774","A","08:30","2021-04-10","50","XC637774-Chiffchaff3.mp3","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637774-small.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637774-med.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637774-large.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637774-full.png","0:06","2021-04-10","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637773","Phylloscopus","collybita","","Common Chiffchaff","Dan Lombard","United Kingdom","Great Britain (near  Wrench Green), North Yorkshire, England",54.2899,-0.5145,"song","https://xeno-canto.org/637773/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/637773","A","08:30","2021-04-10","50","XC637773-chiffchaff2.mp3","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637773-small.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637773-med.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637773-large.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637773-full.png","0:18","2021-04-10","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637772","Phylloscopus","collybita","collybita","Common Chiffchaff","Dan Lombard","United Kingdom","Great Britain (near  Wrench Green), North Yorkshire, England",54.2899,-0.5145,"song","https://xeno-canto.org/637772/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/637772","A","08:00","2021-04-10","50","XC637772-chiffchaff1.mp3","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637772-small.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637772-med.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637772-large.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637772-full.png","0:06","2021-04-10","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637771","Phylloscopus","collybita","collybita","Common Chiffchaff","Dan Lombard","United Kingdom","Great Britain (near  Wrench Green), North Yorkshire, England",54.2899,-0.5145,"song","https://xeno-canto.org/637771/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/637771","A","08:00","2021-04-10","50","XC637771-chiffchaff.mp3","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637771-small.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637771-med.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637771-large.png","//xeno-canto.org/sounds/uploaded/GOITGNCUBB/ffts/XC637771-full.png","0:04","2021-04-10","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
